,text,label
1664,Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.,1
1665,"SWOT analysis 

This source – Align Technology, Inc. SWOT Analysis. (2013). 1-8. – is used 11 times, with no indication of how to find it or whether it's a primary source (I assume it is), so I'm going to remove anything sourced to it. Leaving this note in case there are objections.  (talk)",0
1666,"""
The following is what is currently written in the religion section, which I am fine with. I've combined two of the paragraphs because they have to do with one poll:

Iranians of all religious backgrounds in the United States have comparatively a mix of liberal, conservative and nationalist political leaning and opinions. Iranian-Americans thus are largely secular and tend to practice moderate, less traditional religious forms, but have strong cultural traditions.

According to a 2012 Zogby-PAAIA poll, most Iranian-Americans appear not to practice any particular religion at all, showing many to be irreligious, agnostic and atheist. The poll found the remaining balance split among Muslims, Christians, followers of Judaism, Baha'is and Zoroastrians, with the results as follows: Muslim: 31%, """"No response"""": 15%, Atheist/Realist/Humanist: 11%, Agnostic: 8%, (Irreligious: 34%), Baha’i: 7%, Jewish: 5%, Protestant: 5%, Roman Catholic: 2%, Zoroastrian: 2%, and """"Other"""": 15%. """"There are religious and ethnolinguistic differences among the Muslim, Jewish, Baha'i, Zoroastrian, Christian, Armenian, Azerbaijani, Kurdish, and Assyrian groups"""".Nilou Mostofi, Who We Are: The Perplexity of Iranian-American Identity, The Sociological Quarterly (published by: Blackwell Publishing on behalf of the Midwest Sociological Society), Vol. 44, No. 4 (Autumn, 2003), pp. 681–703, p. 685 Calculating the percentage of Christian Iranian-Americans is difficult because most Iranian Christians are of Armenian or Assyrian origin and self-identify as such rather than as Iranian.  """,0
1667,"Nakon, you deleted the 'Serianna' page.  Unlike 99.9% of other musical artists who don't follow the wikipedia guidelines, Serianna does.  THEY HAVE AN ALBUM THAT CHARTED IN THE UNITED STATES, AND THE PAGE I CREATED HAD A CITATION CONFIRMING THIS.  Quit wasting people's time and only delete pages that DON'T FOLLOW THE WIKIPEDIA GUIDELINES.  If a page meets the guidelines but needs work, make it better rather than deleting it all together.  You're a complete waste of a human being.",1
1668,"""

hey warrens, fuck you too. """"Uncivil manner, means me trying to elaborate on my arguments and getting  revert on revert that's what uncivil means. So yeah your a big winner champ and won't get banned. Asshole. 

Since the vista article contains information about the anti trust situation which, since it seems some people here have got a mouthful of gate's balls, is mislabelled anti trust controversy. Not really a controversy though is it when a court elected by over two hundred million people issues a decision, it'a court ruling, like it or not there's no controversy too that. Otherwise we should renaim the ted bundy trial, to the tend bundy controversy, since any court ruling merits this label. 

Since there's a section on anti trust laws and vista, it's worth noting the recent news that microsoft are going to be paying a hefty daily fine for completely ignoring the court's injuction. And this does have bearing on vista. You can't quote the m.s. pr saying we don't know what they want us to do, it's all questions, or whatever else he mentioned, without an adjunct sentence, of the head official regulating the anti trust actions quoting him too saying that our injuctions are crystal clear yet ms has ignored them for over two years now. 

But of course this has no bearing if this article is supposed to be a showcase for vista.

So like i said, if some fuckers had gone into the trouble of actually discussing any of that instead of reverted every single edit in a hitleric fashion, things would be different.

But for now this stategy of being a hawk on an article I wish to keep in a certain way, and being completely uncivil and rude about it, merits from my part a roayl, fuck y's all, take your mouths off of gate's balls and then we can talk.
 """,1
1669,Hey! Thanks for being a dick and adding a warning template on an IP talk page instead of fixing your fuck up. Your mindbogglingly idiotic idea that the  background section should follow the one editorial you read instead of countless other sources is superb. Way to fuck up a massive section in a highly read article you fucking dolt.,1
1670,"DANI WINS PoV 

DANI WON YAY! go to jokers updates for evidence. 2 HoH and 3 PoV !!!",1
1671,"Question: how do you feel about Wikiquote, a massive compendium of unauthorized quotes? 204.69.190.254",0
1672,"Revision
The Darth Maul biography needs to be updated! Anyone agree!?  master unknown, December 30, 2006

 I do! - The Terminator, December 31, 2006

I tried to update it, but some fucking ass pounder charged it! And it looked good, too!  Ahnuld, January 1, 2007",1
1673,"Reg block 

(1) Please, why was action taken against me ex-parte?  (Explanation: I am not asking you to justify your block right now, I just want to know why was the block done when I wasn't logged on?) I hope that seven day's time would be adequate for you to reply. Like always I prefer to keep issues bilateral, until I can't help. (2) Please leave a talk back message on my talk page, so that I get an email alert. You see I'm taking a wiki-break. Thanks in advance.",0
1674,"Your absurd edits 

Your absurd edits on great white shark was total vandalism and was very sexual. All you edit here is fucking bullshit like spam all over this useful encyclopedia so stop all your bullshit. The admins have you everywhere. The only choice for you is to stop this bullshit or else you'll be blocked permanently. User:Factual80man",1
1675,"A proposal to cut down on AIDS  

Less AIDS would be spread if you were to stop inserting your minuscule penis into little boys.",1
1676,"D.O.J. statistics (used for interracial rape section) are beyond reproach 

You can't seriously be arguing that DOJ statistics are bogus?",0
1677,"""

 JetStreamer sad reality 

That guy is a gay, a homosexual, a passive one, very insecure in himself and he's a racist who hates Serbia and that's why he keeps deleting this article. I also heard he's got some Ukrainian uncestry which is hard to believe, given how stupid he is, Ukrainian people are not like that or closed minded. To top this beautiful cake, all while being gay, he is Roman Catholic LOL. I would like to ask the pope what he thinks of that. Maybe he would give him a few Durex or two. The retard is still using the outdated Mozilla, he thinks that he knows """"british english"""" while at the same time he consider himself a fan of aviation, in which he's obviously clueless... That is the sad picture of our JetStream user. Sorry paw, Wikipedia is not the platform to vent your frustrations and diseases, now fuck off from here once and for good.""",1
